freq,unit,hazard,nace_r2,waste,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,T,HAZ_NHAZ,C24_C25,W063,UK	: 	: 	: 	185481 	224027 	236508 	224745 	348375 	: 
A,T,HAZ_NHAZ,C24_C25,W063,XK	: 	: 	: 	: 	34 	5 	27 	68 	2404 
A,T,HAZ_NHAZ,C24_C25,W06_07A,AT	587214 	372669 	295706 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,BE	611617 	513703 	392246 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,BG	52948 	83524 	110069 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,CY	9730 	6410 	5998 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,CZ	768554 	765328 	687648 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,DE	979071 	889015 	747467 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,DK	389894 	413645 	83172 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,EE	296726 	46695 	45980 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,EL	198506 	132250 	204344 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,ES	2548329 	1258422 	1388762 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,FI	130032 	149646 	113737 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,FR	1448000 	2321300 	2284220 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,HR	47149 	543657 	47777 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,HU	348295 	280608 	272010 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,IE	13576 	7430 	13424 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,IT	3145217 	5045017 	4260498 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,LI	: 	: 	4896 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,LT	3588 	12611 	15633 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,LU	77511 	75573 	61685 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,LV	5219 	4499 	4246 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,MK	: 	: 	30751 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,MT	996 	1800 	779 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,NL	398136 	476276 	434641 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,NO	54904 	98621 	100994 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,PL	895952 	1066335 	1119915 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,PT	196047 	573395 	188591 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,RO	1228803 	859099 	569244 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,SE	1946988 	658812 	704079 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,SI	64774 	113538 	163295 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,SK	123580 	169453 	214217 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,TR	1354371 	0 	711049 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W06_07A,UK	407978 	1362913 	1379822 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,C24_C25,W071,AT	1237 	1006 	914 	438 	841 	840 	: c	1335 	1242 
A,T,HAZ_NHAZ,C24_C25,W071,BA	: 	: 	: 	: 	9 	12 	0 	2 	7 
A,T,HAZ_NHAZ,C24_C25,W071,BE	90 	324 	982 	21620 	1446 	3872 	1206 	5285 	3232 
A,T,HAZ_NHAZ,C24_C25,W071,BG	33 	342 	546 	29 	40 	57 	131 	34 	62 
A,T,HAZ_NHAZ,C24_C25,W071,CY	17 	84 	85 	22 	30 	53 	95 	91 	121 
A,T,HAZ_NHAZ,C24_C25,W071,CZ	492 	604 	991 	3725 	2846 	2304 	2407 	2299 b	3044 
A,T,HAZ_NHAZ,C24_C25,W071,DE	33245 	37407 	23256 	10138 	6940 	6756 	29947 	15959 	6600 
A,T,HAZ_NHAZ,C24_C25,W071,DK	13 	24 	198 	128 	193 	142 	144 	136 	185 
A,T,HAZ_NHAZ,C24_C25,W071,EE	20 	2 	1 	2 	12 	9 	8 	18 	25 
A,T,HAZ_NHAZ,C24_C25,W071,EL	227 	2 	47 	13 	53 	16 	6 	20 	40 
A,T,HAZ_NHAZ,C24_C25,W071,ES	1736 	2820 	4394 	1690 	2811 	168 	3359 	3310 	4186 
A,T,HAZ_NHAZ,C24_C25,W071,FI	447 	5 	10 	7 	7 	9 	9 	16 	11 
A,T,HAZ_NHAZ,C24_C25,W071,FR	6000 	7000 	1840 	4150 	2269 	2257 	6869 	7015 	3569 
A,T,HAZ_NHAZ,C24_C25,W071,HR	102 	69 	212 	138 	198 	23 	16 	10 	8 
A,T,HAZ_NHAZ,C24_C25,W071,HU	7 	147 	630 	596 	584 	254 	54 	151 	31 
A,T,HAZ_NHAZ,C24_C25,W071,IE	0 	0 	0 	29 	0 	1 	0 	325 	1 
A,T,HAZ_NHAZ,C24_C25,W071,IS	0 	: 	: 	372 	219 	424 	288 	309 	258 
A,T,HAZ_NHAZ,C24_C25,W071,IT	102 	134 	4722 	1763 	4321 	5347 	5557 	5056 	3451 
A,T,HAZ_NHAZ,C24_C25,W071,LI	: 	: 	18 	21 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W071,LT	15 	34 	6 	6 	2 	3 	16 	21 	20 
A,T,HAZ_NHAZ,C24_C25,W071,LU	108 	33 	163 	203 	158 	117 	99 	131 	107 
A,T,HAZ_NHAZ,C24_C25,W071,LV	0 	0 	0 	190 	259 	140 	2 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W071,ME	: 	: 	: 	: 	0 	1 	8 	0 	6 
A,T,HAZ_NHAZ,C24_C25,W071,MK	: 	: 	0 	1 	3 	0 	0 	28 	0 
A,T,HAZ_NHAZ,C24_C25,W071,MT	0 	0 	0 	0 	0 	0 	2 	2 	0 
A,T,HAZ_NHAZ,C24_C25,W071,NL	1446 	912 	2271 	4620 	2282 	1479 	2217 	3291 	1294 
A,T,HAZ_NHAZ,C24_C25,W071,NO	88 	142 	146 	0 	4 	13 	12 	2 	6 
A,T,HAZ_NHAZ,C24_C25,W071,PL	132 	438 	469 	581 	1111 	926 	1138 	1522 	2280 
A,T,HAZ_NHAZ,C24_C25,W071,PT	286 	9447 	1528 	1348 	1107 	1100 	1027 	1877 b	2830 
A,T,HAZ_NHAZ,C24_C25,W071,RO	11 	4 	785 	485 	726 	356 	355 	289 	162 
A,T,HAZ_NHAZ,C24_C25,W071,RS	: 	: 	: 	180 	8 	63 	47 	33 	36 
A,T,HAZ_NHAZ,C24_C25,W071,SE	879 	70 	113 	113 	11 	226 	115 	20 	87 
A,T,HAZ_NHAZ,C24_C25,W071,SI	115 	183 	365 	213 	426 	382 	462 	350 	: c
A,T,HAZ_NHAZ,C24_C25,W071,SK	120 	362 	254 	177 	145 	125 	44 	73 	85 
A,T,HAZ_NHAZ,C24_C25,W071,TR	39 	0 	18 	551 	244 	261 	143 	765 	784 
A,T,HAZ_NHAZ,C24_C25,W071,UK	47 	1999 	1614 	119 	141 	134 	159 	81 	: 
A,T,HAZ_NHAZ,C24_C25,W071,XK	: 	: 	: 	: 	0 	0 	0 	13 	6 
A,T,HAZ_NHAZ,C24_C25,W072,AT	17166 	10960 	8275 	7279 	11640 	9097 	11796 	14799 	13936 
A,T,HAZ_NHAZ,C24_C25,W072,BA	: 	: 	: 	: 	45 	79 	164 	218 	196 
A,T,HAZ_NHAZ,C24_C25,W072,BE	8115 	33701 	21814 	40487 	38849 	39895 	34171 	51456 	44358 
A,T,HAZ_NHAZ,C24_C25,W072,BG	61 	155 	283 	212 	331 	1317 	734 	872 	4069 
A,T,HAZ_NHAZ,C24_C25,W072,CY	314 	607 	240 	264 	132 	148 	166 	163 	263 
A,T,HAZ_NHAZ,C24_C25,W072,CZ	3197 	4033 	5544 	6677 	6210 	7045 	9126 	11959 b	11917 
A,T,HAZ_NHAZ,C24_C25,W072,DE	166437 	98392 	45442 	59606 	45313 	48659 	33498 	29874 	42719 
A,T,HAZ_NHAZ,C24_C25,W072,DK	1968 	2048 	2910 	2329 	3457 	2151 	2432 	2375 	2478 
A,T,HAZ_NHAZ,C24_C25,W072,EE	610 	120 	235 	148 	290 	367 	351 	411 	403 
A,T,HAZ_NHAZ,C24_C25,W072,EL	3067 	2152 	4475 	3606 	2536 	1061 	1812 	4413 	3682 
A,T,HAZ_NHAZ,C24_C25,W072,ES	15788 	22490 	25423 	19070 	15169 	15357 	13222 	16970 	19345 
A,T,HAZ_NHAZ,C24_C25,W072,FI	7304 	7308 	5986 	6803 	5204 	5578 	5333 	5000 	4467 
A,T,HAZ_NHAZ,C24_C25,W072,FR	69000 	76000 	49110 	56590 	56626 	55894 	62951 	64511 	77018 
A,T,HAZ_NHAZ,C24_C25,W072,HR	2179 	12379 	522 	195 	769 	626 	757 	844 	896 
A,T,HAZ_NHAZ,C24_C25,W072,HU	4093 	5287 	4108 	13715 	9303 	9497 	8596 	8579 	4861 
A,T,HAZ_NHAZ,C24_C25,W072,IE	355 	457 	598 	995 	2593 	1763 	5085 	3175 	1762 
A,T,HAZ_NHAZ,C24_C25,W072,IS	0 	: 	: 	2 	2 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W072,IT	0 	18095 	59272 	54866 	48709 	45453 	45156 	51927 	50081 
A,T,HAZ_NHAZ,C24_C25,W072,LI	: 	: 	67 	81 	7 	3 	0 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W072,LT	0 	17 	28 	32 	120 	210 	285 	293 	343 
A,T,HAZ_NHAZ,C24_C25,W072,LU	725 	761 	889 	573 	437 	237 	268 	232 	181 
A,T,HAZ_NHAZ,C24_C25,W072,LV	14 	276 	32 	47 	293 	129 	331 	360 	122 
A,T,HAZ_NHAZ,C24_C25,W072,ME	: 	: 	: 	: 	3 	1 	2 	2 	2 
A,T,HAZ_NHAZ,C24_C25,W072,MK	: 	: 	21 	11 	60 	11 	50 	57 	205 
A,T,HAZ_NHAZ,C24_C25,W072,MT	0 	0 	0 	0 	1 	1 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W072,NL	16762 	23619 	17585 	21621 	23553 	21209 	25708 	27468 	22152 
A,T,HAZ_NHAZ,C24_C25,W072,NO	2479 	4574 	4684 	2000 	1468 	2826 	1963 	1408 	3146 
A,T,HAZ_NHAZ,C24_C25,W072,PL	9452 	5740 	7755 	9075 	9756 	11279 	14412 	51965 	18393 
A,T,HAZ_NHAZ,C24_C25,W072,PT	3883 	6468 	4218 	4975 	3053 	4484 	4254 	4787 b	4433 
A,T,HAZ_NHAZ,C24_C25,W072,RO	954 	8987 	2971 	2798 	16664 	3952 	3505 	4761 	4582 
A,T,HAZ_NHAZ,C24_C25,W072,RS	: 	: 	: 	102 	191 	2453 	1367 	2015 	1086 
A,T,HAZ_NHAZ,C24_C25,W072,SE	38083 	18975 	9738 	11339 	12951 	8692 	9177 	8605 	8170 
A,T,HAZ_NHAZ,C24_C25,W072,SI	866 	1331 	1941 	1206 	1617 	0 	2221 	2011 	1694 
A,T,HAZ_NHAZ,C24_C25,W072,SK	760 	908 	2371 	2232 	3400 	2512 	3959 	3111 	2855 
A,T,HAZ_NHAZ,C24_C25,W072,TR	7565 	0 	4663 	5898 	12739 	7676 	11017 	14603 	16439 
A,T,HAZ_NHAZ,C24_C25,W072,UK	12036 	49083 	48406 	16323 	13898 	14311 	17369 	19467 	: 
A,T,HAZ_NHAZ,C24_C25,W072,XK	: 	: 	: 	: 	5 	13 	12 	20 	2202 
A,T,HAZ_NHAZ,C24_C25,W073,AT	679 	78 	71 	1724 	179 	162 	65 	84 	109 
A,T,HAZ_NHAZ,C24_C25,W073,BA	: 	: 	: 	: 	32 	91 	214 	74 	16 
A,T,HAZ_NHAZ,C24_C25,W073,BE	29 	192 	185 	206 	140 	320 	237 	118 	523 
A,T,HAZ_NHAZ,C24_C25,W073,BG	12 	121 	48 	7 	145 	35 	60 	25 	137 
A,T,HAZ_NHAZ,C24_C25,W073,CY	35 	22 	26 	36 	28 	45 	76 	45 	108 
A,T,HAZ_NHAZ,C24_C25,W073,CZ	202 	143 	203 	135 	179 	45 	65 	230 b	82 
A,T,HAZ_NHAZ,C24_C25,W073,DE	3 	0 	0 	9748 	108972 	119449 	72363 	72642 	32684 
A,T,HAZ_NHAZ,C24_C25,W073,DK	57 	37 	94 	22 	30 	29 	486 	683 	638 
A,T,HAZ_NHAZ,C24_C25,W073,EE	1 	5 	2 	16 	4 	2 	5 	3 	0 
A,T,HAZ_NHAZ,C24_C25,W073,EL	1534 	177 	206 	191 	331 	193 	193 	327 	108 
A,T,HAZ_NHAZ,C24_C25,W073,ES	34 	348 	68 	184 	54 	138 	42 	38 	30 
A,T,HAZ_NHAZ,C24_C25,W073,FI	2 	3 	0 	14 	0 	0 	0 	0 	5 
A,T,HAZ_NHAZ,C24_C25,W073,FR	0 	30000 	150 	140 	243 	240 	777 	796 	414 
A,T,HAZ_NHAZ,C24_C25,W073,HR	34 	57 	23 	22 	42 	59 	48 	24 	35 
A,T,HAZ_NHAZ,C24_C25,W073,HU	31 	45 	79 	563 	1135 	100 	30 	72 	16 
A,T,HAZ_NHAZ,C24_C25,W073,IE	0 	1 	1 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W073,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W073,IT	0 	876 	1669 	1390 	3036 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W073,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W073,LT	0 	43 	7 	18 	3 	5 	5 	5 	4 
A,T,HAZ_NHAZ,C24_C25,W073,LU	0 	0 	4 	1 	2 	1 	1 	0 	2 
A,T,HAZ_NHAZ,C24_C25,W073,LV	0 	0 	1 	11 	19 	28 	13 	1 	2 
A,T,HAZ_NHAZ,C24_C25,W073,ME	: 	: 	: 	: 	18 	9 	9 	14 	5 
A,T,HAZ_NHAZ,C24_C25,W073,MK	: 	: 	32 	47 	8 	78 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W073,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W073,NL	9 	50 	94 	87 	38 	480 	398 	550 	503 
A,T,HAZ_NHAZ,C24_C25,W073,NO	103 	143 	146 	0 	69 	95 	1307 	67 	83 
A,T,HAZ_NHAZ,C24_C25,W073,PL	481 	512 	269 	551 	243 	155 	425 	179 	310 
A,T,HAZ_NHAZ,C24_C25,W073,PT	7 	16 	56 	63 	41 	17 	106 	187 b	75 
A,T,HAZ_NHAZ,C24_C25,W073,RO	160 	271 	7399 	148 	82 	77 	192 	264 	10 
A,T,HAZ_NHAZ,C24_C25,W073,RS	: 	: 	: 	29 	27 	28 	79 	38 	40 
A,T,HAZ_NHAZ,C24_C25,W073,SE	107 	7 	0 	0 	15 	32 	1 	53 	: c
A,T,HAZ_NHAZ,C24_C25,W073,SI	7 	446 	77 	54 	37 	52 	118 	107 	196 
A,T,HAZ_NHAZ,C24_C25,W073,SK	90 	95 	253 	58 	33 	38 	32 	22 	45 
A,T,HAZ_NHAZ,C24_C25,W073,TR	258 	0 	1432 	607 	1305 	470 	403 	574 	548 
A,T,HAZ_NHAZ,C24_C25,W073,UK	9 	109 	316 	197 	10 	47 	12 	60 	: 
A,T,HAZ_NHAZ,C24_C25,W073,XK	: 	: 	: 	: 	0 	0 	0 	1 	0 
A,T,HAZ_NHAZ,C24_C25,W074,AT	31091 	3512 	6426 	22849 	5275 	6000 	6342 	8661 	10062 
A,T,HAZ_NHAZ,C24_C25,W074,BA	: 	: 	: 	: 	43 	44 	40 	54 	76 
A,T,HAZ_NHAZ,C24_C25,W074,BE	1331 	1508 	2646 	13065 	6742 	21243 	14575 	14170 	54752 
A,T,HAZ_NHAZ,C24_C25,W074,BG	40 	483 	726 	1673 	1067 	1483 	2294 	2671 	4830 
A,T,HAZ_NHAZ,C24_C25,W074,CY	50 	573 	120 	90 	58 	68 	74 	102 	115 
A,T,HAZ_NHAZ,C24_C25,W074,CZ	3993 	4115 	4490 	7280 	4953 	4671 	6395 	7804 b	7856 
A,T,HAZ_NHAZ,C24_C25,W074,DE	100134 	53877 	44407 	44596 	49484 	50455 	63733 	71920 	75511 
A,T,HAZ_NHAZ,C24_C25,W074,DK	996 	511 	607 	1177 	1535 	1294 	774 	575 	1052 
A,T,HAZ_NHAZ,C24_C25,W074,EE	231 	52 	76 	64 	38 	281 	236 	859 	132 
A,T,HAZ_NHAZ,C24_C25,W074,EL	20500 	1957 	2596 	1143 	1354 	1132 	6684 	3688 	4087 
A,T,HAZ_NHAZ,C24_C25,W074,ES	6117 	5820 	5788 	7436 	10516 	7164 	8192 	7688 	8579 
A,T,HAZ_NHAZ,C24_C25,W074,FI	365 	562 	508 	526 	593 	8060 	480 	328 	288 
A,T,HAZ_NHAZ,C24_C25,W074,FR	10000 	25000 	16860 	18490 	14283 	14098 	23643 	24229 	20134 
A,T,HAZ_NHAZ,C24_C25,W074,HR	17879 	6718 	78 	138 	338 	381 	514 	1225 	1208 
A,T,HAZ_NHAZ,C24_C25,W074,HU	810 	3209 	2978 	3086 	2806 	3667 	2881 	1743 	2427 
A,T,HAZ_NHAZ,C24_C25,W074,IE	38 	230 	968 	196 	1321 	2115 	2172 	538 	1085 
A,T,HAZ_NHAZ,C24_C25,W074,IS	0 	: 	: 	17 	24 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W074,IT	7567 	12506 	34594 	34023 	39068 	35704 	32873 	39065 	35759 
A,T,HAZ_NHAZ,C24_C25,W074,LI	: 	: 	0 	0 	0 	1 	0 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W074,LT	17 	19 	16 	21 	30 	81 	129 	208 	297 
A,T,HAZ_NHAZ,C24_C25,W074,LU	150 	156 	291 	153 	134 	115 	565 	138 	137 
A,T,HAZ_NHAZ,C24_C25,W074,LV	0 	150 	33 	148 	574 	344 	212 	129 	86 
A,T,HAZ_NHAZ,C24_C25,W074,ME	: 	: 	: 	: 	5 	7 	2 	2 	5 
A,T,HAZ_NHAZ,C24_C25,W074,MK	: 	: 	20 	70 	23 	382 	0 	28 	54 
A,T,HAZ_NHAZ,C24_C25,W074,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W074,NL	6539 	3963 	10346 	2614 	7362 	7304 	3565 	4693 	3504 
A,T,HAZ_NHAZ,C24_C25,W074,NO	377 	527 	540 	0 	1818 	1858 	1470 	953 	1142 
A,T,HAZ_NHAZ,C24_C25,W074,PL	5318 	5639 	11044 	5958 	7751 	13353 	18818 	21779 	20454 
A,T,HAZ_NHAZ,C24_C25,W074,PT	21751 	6650 	5161 	2249 	2180 	3493 	4184 	4427 b	5586 
A,T,HAZ_NHAZ,C24_C25,W074,RO	3585 	2186 	18192 	7574 	15519 	2563 	2347 	4831 	4170 
A,T,HAZ_NHAZ,C24_C25,W074,RS	: 	: 	: 	435 	1050 	374 	459 	350 	509 
A,T,HAZ_NHAZ,C24_C25,W074,SE	3189 	1972 	2003 	2883 	958 	1193 	1037 	729 	1043 
A,T,HAZ_NHAZ,C24_C25,W074,SI	468 	799 	1233 	809 	1116 	2294 	2814 	3586 	894 
A,T,HAZ_NHAZ,C24_C25,W074,SK	800 	1916 	2171 	1870 	1590 	2098 	2567 	2258 	2458 
A,T,HAZ_NHAZ,C24_C25,W074,TR	521 	0 	16922 	2725 	2940 	3185 	4204 	5703 	11924 
A,T,HAZ_NHAZ,C24_C25,W074,UK	1208 	5373 	5863 	7118 	39423 	37428 	40325 	13405 	: 
A,T,HAZ_NHAZ,C24_C25,W074,XK	: 	: 	: 	: 	0 	19 	7 	39 	47 
A,T,HAZ_NHAZ,C24_C25,W075,AT	8227 	49805 	49288 	6917 	7579 	12872 	16945 	22088 	22161 
A,T,HAZ_NHAZ,C24_C25,W075,BA	: 	: 	: 	: 	51 	110 	92 	114 	611 
A,T,HAZ_NHAZ,C24_C25,W075,BE	12640 	14793 	16860 	25448 	27536 	29215 	32712 	34242 	35537 
A,T,HAZ_NHAZ,C24_C25,W075,BG	169 	459 	736 	364 	521 	833 	1610 	895 	3540 
A,T,HAZ_NHAZ,C24_C25,W075,CY	668 	62 	30 	31 	0 	0 	4 	4 	11 
A,T,HAZ_NHAZ,C24_C25,W075,CZ	1793 	4446 	4560 	2322 	2460 	3032 	6652 	8792 b	10531 
A,T,HAZ_NHAZ,C24_C25,W075,DE	21146 	20200 	90885 	59711 	82514 	84928 	89441 	95647 	68623 
A,T,HAZ_NHAZ,C24_C25,W075,DK	127 	557 	1738 	1034 	930 	898 	1569 	1801 	1561 
A,T,HAZ_NHAZ,C24_C25,W075,EE	22807 	1564 	743 	471 	522 	344 	650 	609 	803 
A,T,HAZ_NHAZ,C24_C25,W075,EL	1589 	1717 	4433 	5145 	3161 	2333 	2536 	5222 	4176 
A,T,HAZ_NHAZ,C24_C25,W075,ES	42441 	22657 	27704 	25589 	22755 	21945 	22730 	25178 	26104 
A,T,HAZ_NHAZ,C24_C25,W075,FI	3119 	4003 	5566 	4248 	6155 	9236 	6087 	5843 	6566 
A,T,HAZ_NHAZ,C24_C25,W075,FR	65000 	86010 	92490 	91805 	74265 	73300 	78138 	80243 	74742 
A,T,HAZ_NHAZ,C24_C25,W075,HR	2798 	1205 	969 	1190 	70 	255 	328 	832 	1031 
A,T,HAZ_NHAZ,C24_C25,W075,HU	3718 	3886 	3830 	2858 	3449 	6698 	6416 	6476 	4334 
A,T,HAZ_NHAZ,C24_C25,W075,IE	559 	520 	933 	1948 	2528 	1077 	3359 	3196 	2123 
A,T,HAZ_NHAZ,C24_C25,W075,IS	0 	: 	: 	12904 	12210 	13493 	19121 	20655 	37137 
A,T,HAZ_NHAZ,C24_C25,W075,IT	32 	124 	68402 	58923 	77376 	72123 	73640 	92815 	90448 
A,T,HAZ_NHAZ,C24_C25,W075,LI	: 	: 	119 	82 	40 	20 	26 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W075,LT	139 	15 	9 	12 	169 	43 	89 	114 	139 
A,T,HAZ_NHAZ,C24_C25,W075,LU	994 	782 	1138 	805 	673 	601 	680 	754 	609 
A,T,HAZ_NHAZ,C24_C25,W075,LV	0 	137 	165 	4 	124 	390 	115 	122 	108 
A,T,HAZ_NHAZ,C24_C25,W075,ME	: 	: 	: 	: 	6 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W075,MK	: 	: 	5 	47 	147 	29 	0 	376 	74 
A,T,HAZ_NHAZ,C24_C25,W075,MT	0 	0 	0 	0 	9 	9 	13 	30 	12 
A,T,HAZ_NHAZ,C24_C25,W075,NL	13925 	15883 	12728 	10035 	14571 	10922 	16663 	20714 	18316 
A,T,HAZ_NHAZ,C24_C25,W075,NO	5298 	7836 	8013 	6003 	4708 	8810 	7750 	7195 	6281 
A,T,HAZ_NHAZ,C24_C25,W075,PL	3947 	5356 	5973 	5565 	8995 	11412 	14137 	16078 	18284 
A,T,HAZ_NHAZ,C24_C25,W075,PT	2721 	3219 	4430 	4803 	3720 	4545 	3726 	5030 b	5146 
A,T,HAZ_NHAZ,C24_C25,W075,RO	5953 	2617 	3550 	5947 	6126 	6214 	5886 	8165 	6528 
A,T,HAZ_NHAZ,C24_C25,W075,RS	: 	: 	: 	1350 	798 	948 	1335 	1930 	1908 
A,T,HAZ_NHAZ,C24_C25,W075,SE	24000 	23429 	16952 	21989 	19732 	17669 	21977 	17711 	19552 
A,T,HAZ_NHAZ,C24_C25,W075,SI	3123 	2581 	3792 	2295 	1635 	144 	2095 	2182 	896 
A,T,HAZ_NHAZ,C24_C25,W075,SK	2780 	3188 	2494 	3033 	3729 	4073 	3915 	4926 	5171 
A,T,HAZ_NHAZ,C24_C25,W075,TR	1855 	0 	7505 	5968 	11744 	12860 	8030 	16963 	21228 
A,T,HAZ_NHAZ,C24_C25,W075,UK	24050 	42351 	32945 	62647 	63536 	66514 	65865 	82146 	: 
A,T,HAZ_NHAZ,C24_C25,W075,XK	: 	: 	: 	: 	0 	335 	4 	21 	1108 
A,T,HAZ_NHAZ,C24_C25,W076,AT	1050 	38 	1079 	0 	4 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,BA	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,BE	0 	511 	12 	99 	1823 	164 	173 	125 	79 
A,T,HAZ_NHAZ,C24_C25,W076,BG	0 	4 	7 	2 	16 	4 	6 	14 	30 
A,T,HAZ_NHAZ,C24_C25,W076,CY	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,CZ	469 	575 	593 	3643 	471 	623 	509 	473 b	325 
A,T,HAZ_NHAZ,C24_C25,W076,DE	453 	309 	3 	478 	1419 	960 	19 	9 	49 
A,T,HAZ_NHAZ,C24_C25,W076,DK	0 	0 	0 	0 	3 	7 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,EE	882 	55 	18 	5 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,EL	35 	0 	35 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,ES	149 	80 	106 	341 	111 	97 	267 	74 	97 
A,T,HAZ_NHAZ,C24_C25,W076,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,FR	0 	7000 	10 	130 	14 	0 	331 	339 	101 
A,T,HAZ_NHAZ,C24_C25,W076,HR	3 	6 	0 	0 	3 	0 	0 	1 	0 
A,T,HAZ_NHAZ,C24_C25,W076,HU	1 	8 	26 	70 	169 	1 	0 	3 	3 
A,T,HAZ_NHAZ,C24_C25,W076,IE	0 	0 	14 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,C24_C25,W076,IT	0 	31 	858 	434 	708 	2486 	2809 	646 	1283 
A,T,HAZ_NHAZ,C24_C25,W076,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,C24_C25,W076,LT	0 	0 	0 	0 	0 	14 	11 	0 	1 
A,T,HAZ_NHAZ,C24_C25,W076,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 
